angle,window_0,window_1,window_2,window_3,window_4,window_5,window_6,window_7,window_8,window_9,window_10,window_11,window_12,window_13,window_14,window_15,window_16,window_17,window_18,window_19,window_20,window_21,window_22,window_23,window_24,window_25,window_26,window_27,window_28,window_29,window_30,window_31,window_32,window_33,window_34,window_35,window_36,window_37,window_38,window_39,window_40,window_41,window_42,window_43,window_44,window_45,window_46,window_47,window_48,window_49,window_50,window_51,window_52,window_53,window_54,window_55,window_56,window_57,window_58,window_59,window_60,window_61,window_62,window_63,window_64,window_65,window_66,window_67,window_68,window_69,window_70,window_71,window_72,window_73,window_74,window_75,window_76,window_77,window_78,window_79
20,0.010141061,0.009833205,0.009814277,0.009800471,0.0097887395,0.009705216,0.00972187,0.010056016,0.010155657,0.010092813,0.01002564,0.010020635,0.01006391,0.010096051,0.010092685,0.010712079,0.010682577,0.011158966,0.012336061,0.013385519,0.01454176,0.015867466,0.017853335,0.025305703,0.036999654,0.052379113,0.08309244,0.16996603,0.29845506,0.41643986,0.4518725,0.36570904,0.20988266,0.08492544,0.04174362,0.03513166,0.032726895,0.033280797,0.03768453,0.04139885,0.038720425,0.033207156,0.025171662,0.017670864,0.014418122,0.014673388,0.015383129,0.016570149,0.017325807,0.017866738,0.018298939,0.018654667,0.018997248,0.019197773,0.01923812,0.019314872,0.019812629,0.020732878,0.02131325,0.021815745,0.024019537,0.026735162,0.029551592,0.028646998,0.025865732,0.022689521,0.01966258,0.01876105,0.017385304,0.015582924,0.014313087,0.0135148335,0.012768027,0.012184691,0.011607018,0.011103553,0.010695106,0.010344021,0.009932355,0.009699294
21,0.010120916,0.009978992,0.009940327,0.009916669,0.009902276,0.009838,0.009875661,0.009878027,0.00989323,0.009831216,0.009764831,0.009781962,0.009855473,0.009907033,0.009861387,0.010512493,0.010550529,0.010878068,0.012067624,0.013248606,0.01463405,0.016343473,0.01853247,0.026362905,0.038276352,0.05292452,0.08318162,0.17181197,0.30125448,0.4223777,0.46015134,0.37001827,0.2086445,0.08297825,0.03981238,0.03424205,0.03307879,0.033365805,0.037889663,0.042274583,0.03957288,0.03265594,0.023957305,0.016016863,0.013048363,0.013795932,0.014501559,0.015532042,0.016187424,0.016661579,0.017020073,0.017327392,0.017626284,0.017788313,0.018022561,0.01865031,0.019564036,0.020674063,0.021326808,0.022058427,0.024387369,0.027270727,0.030244242,0.029148463,0.025983242,0.022427225,0.019455323,0.018619632,0.017112646,0.015176453,0.013902024,0.013112913,0.01241371,0.011868856,0.011442582,0.011113521,0.010816555,0.010565717,0.0102769565,0.010095693
22,0.009972388,0.009802965,0.0097993985,0.009786722,0.009774792,0.009690741,0.009715885,0.010072145,0.010190392,0.010113575,0.01000866,0.010001358,0.010045158,0.010062121,0.010009875,0.010880171,0.011039549,0.01131773,0.012315608,0.013231628,0.014339752,0.01559401,0.018146649,0.026551165,0.03833352,0.05494748,0.08636523,0.17148246,0.29548365,0.4088455,0.4478464,0.3641861,0.20553,0.08141556,0.038061857,0.033186484,0.032566946,0.033105005,0.03789733,0.040740523,0.038441,0.03233396,0.023253143,0.015097206,0.012736534,0.01389973,0.015370107,0.016755149,0.01752024,0.018048879,0.018443363,0.018775467,0.019089814,0.019261476,0.019364389,0.019750556,0.020551505,0.021568526,0.022159917,0.022652693,0.025000602,0.028130941,0.031121198,0.030446358,0.027921807,0.024594761,0.02081065,0.019570401,0.017813029,0.015773546,0.014709699,0.014124642,0.013583888,0.013073506,0.012657843,0.012224844,0.011843087,0.011524993,0.011096568,0.010793031
23,0.009536447,0.009247168,0.009233139,0.00921791,0.009209063,0.009153698,0.009070686,0.009278706,0.0093799345,0.009289364,0.0091785705,0.009161455,0.009191223,0.0092038885,0.0091926595,0.009932061,0.009985761,0.010385414,0.011470471,0.012444864,0.013474554,0.014665527,0.016402395,0.022941029,0.032836687,0.045315977,0.0716142,0.15167177,0.27079612,0.38274738,0.41579047,0.33243695,0.18746579,0.07582579,0.037383437,0.031586666,0.02971009,0.029128253,0.032514703,0.035680413,0.033677258,0.028138269,0.021119114,0.014494523,0.011871135,0.0124464035,0.013130789,0.014061145,0.014619561,0.015006916,0.015266711,0.015471167,0.015677707,0.015803164,0.01603847,0.016615275,0.017361071,0.01829065,0.018901743,0.019471262,0.021613268,0.02431763,0.027001396,0.02608008,0.023318658,0.020169673,0.01753173,0.016798204,0.015524105,0.013881695,0.012818331,0.01215914,0.011599392,0.011194203,0.010894735,0.010615387,0.010350651,0.01012992,0.009853952,0.009621287
24,0.008607279,0.008281098,0.008286769,0.008284016,0.008278429,0.008211277,0.008176397,0.008674365,0.008823346,0.008723734,0.008612335,0.008569634,0.008557728,0.008530061,0.008501454,0.009094218,0.009102997,0.0096181985,0.010690867,0.0115998965,0.012510206,0.01347308,0.014850246,0.020885812,0.030255616,0.043696214,0.06956875,0.1434829,0.25709015,0.3629249,0.39376366,0.31737286,0.18250926,0.075578384,0.037407476,0.03097553,0.028383834,0.028632838,0.031062892,0.0332107,0.030851256,0.026842862,0.0212166,0.015732586,0.012923993,0.012894714,0.013619945,0.014654053,0.015271476,0.015714794,0.016048525,0.016325891,0.01659433,0.01677089,0.016848397,0.017007109,0.017495606,0.018238869,0.018747171,0.019247016,0.021261837,0.023650778,0.026097834,0.02549915,0.023376536,0.020752735,0.017941646,0.016999053,0.015781082,0.014259371,0.013232125,0.012563825,0.011932732,0.011417478,0.010932833,0.010433906,0.01003201,0.009689601,0.009257828,0.008960686
25,0.010071557,0.009808853,0.009784501,0.009769562,0.009761133,0.009713459,0.009683429,0.009857317,0.0099293655,0.009879698,0.009822861,0.009834811,0.009896936,0.00995579,0.010026183,0.010699628,0.010736224,0.011118688,0.012107159,0.013040908,0.014132107,0.015425943,0.017514406,0.025143437,0.036158226,0.05082512,0.07862059,0.15575865,0.27038476,0.37659693,0.41029733,0.33764032,0.20081009,0.0869902,0.042886257,0.034040865,0.030948492,0.031335704,0.035850003,0.039328557,0.036207087,0.032139435,0.02590892,0.018691882,0.01540866,0.014806671,0.015173971,0.016148563,0.016798573,0.017225254,0.017530173,0.017769206,0.017994357,0.018084805,0.018130738,0.018363323,0.018942159,0.019895563,0.020608759,0.021440882,0.023674103,0.026455855,0.02939528,0.02879851,0.026345816,0.023255829,0.019968282,0.019013809,0.017639836,0.015824392,0.014576202,0.013817709,0.0131437825,0.012611856,0.012173273,0.011775688,0.011407634,0.011078614,0.010654153,0.010125318
26,0.00875905,0.008441092,0.00840866,0.008393178,0.008382815,0.008318515,0.008300382,0.008480805,0.008525521,0.008475401,0.008434444,0.008442678,0.008497093,0.008549614,0.008558801,0.009038801,0.008993832,0.009317315,0.010270026,0.011176171,0.012282012,0.013709092,0.015697857,0.022155492,0.032268118,0.046094853,0.07378108,0.15008365,0.26424235,0.3705069,0.40298098,0.32355055,0.18378124,0.07423889,0.03493147,0.02974316,0.02865618,0.02948102,0.033633154,0.036619034,0.03354319,0.02891533,0.02192554,0.015412371,0.012566092,0.013174486,0.0135734,0.014473297,0.015045546,0.01544144,0.01572724,0.015963264,0.016185708,0.016310792,0.016414722,0.016667612,0.017213488,0.017967923,0.018364264,0.0189424,0.021197809,0.024081158,0.026680633,0.02575254,0.023093505,0.020212965,0.017336916,0.016479257,0.015254954,0.013667495,0.012568365,0.011851916,0.011216726,0.01071412,0.0103092985,0.00993481,0.00960344,0.009310172,0.008956959,0.008688518
27,0.008164084,0.008233275,0.008237975,0.008225413,0.008214576,0.008153854,0.008170084,0.008328285,0.008441001,0.008383455,0.008277163,0.008290886,0.008362901,0.008394079,0.008306382,0.009365879,0.009875041,0.010026943,0.010847626,0.01168071,0.012676161,0.013741372,0.015566344,0.022061318,0.03239203,0.046112712,0.07271167,0.14610818,0.25564194,0.35499242,0.38353744,0.2995245,0.16130088,0.06390225,0.036749873,0.03426912,0.032860607,0.032947425,0.033833425,0.03355725,0.03076245,0.02600857,0.020100448,0.013627776,0.010033739,0.0102378,0.011777695,0.012838084,0.013324989,0.013623114,0.013831666,0.014010234,0.014246467,0.014509942,0.01496344,0.015592225,0.01640985,0.01738721,0.018002475,0.018918257,0.020942621,0.02324692,0.025729148,0.025432628,0.024149152,0.021984855,0.018888315,0.017724678,0.01599572,0.013879754,0.012501319,0.011822311,0.011298226,0.010839715,0.010488874,0.01016995,0.009880678,0.0096246395,0.009308036,0.00913281
28,0.00940099,0.009532483,0.009533409,0.009517167,0.00950297,0.00942637,0.009478356,0.009631586,0.009730864,0.009679682,0.009571565,0.009573465,0.009629272,0.009645418,0.0095512355,0.01057474,0.010935367,0.011139655,0.012046055,0.012885578,0.013917476,0.015080243,0.017015647,0.024228774,0.035284013,0.049244985,0.07736688,0.15571155,0.27247706,0.37703776,0.40737566,0.31587195,0.1664788,0.06553331,0.035191193,0.03237636,0.03121002,0.032032896,0.035449527,0.037436716,0.034646645,0.028416911,0.02122906,0.013862496,0.00958617,0.009735059,0.01104633,0.012165265,0.012748555,0.013125968,0.013387579,0.013617014,0.0138997855,0.014200003,0.014690021,0.015356816,0.016203636,0.01719778,0.017667668,0.018349897,0.020653913,0.02372146,0.026850147,0.026635425,0.024308028,0.021075223,0.017676659,0.016617222,0.015010129,0.013064466,0.0120249335,0.0116194235,0.011235346,0.010861998,0.0105867265,0.010297875,0.01002931,0.009777663,0.009415293,0.009118456
29,0.008781178,0.0087319845,0.008745138,0.008737314,0.008729581,0.008661328,0.008675793,0.00910148,0.009272899,0.009173701,0.009029626,0.008972797,0.008945453,0.008893221,0.0088683795,0.009636022,0.009696571,0.01041882,0.011559134,0.012425407,0.013229258,0.014013258,0.015234291,0.021140404,0.030322278,0.041681837,0.06745881,0.14200404,0.2554481,0.36014447,0.3836897,0.2977434,0.1636571,0.06799116,0.036135938,0.030809063,0.028762965,0.028337896,0.0304686,0.03238779,0.02993955,0.024631396,0.018852469,0.012196921,0.008960986,0.009286648,0.010452743,0.011518033,0.012130025,0.012572798,0.012913565,0.013196618,0.013467147,0.0136782825,0.013955431,0.014369957,0.014891171,0.015734669,0.016103351,0.01621136,0.01787632,0.020097807,0.022792587,0.022512523,0.0204835,0.017899364,0.015657863,0.015076315,0.014008951,0.012608703,0.01168197,0.011118368,0.010609099,0.010203162,0.009860588,0.009601727,0.009388003,0.009199699,0.008932708,0.008826398
30,0.00901985,0.00878206,0.008774339,0.0087636495,0.008755122,0.008687313,0.008669399,0.008995791,0.009112159,0.00903212,0.00892562,0.008887995,0.008887511,0.00887059,0.008850906,0.009558691,0.009680515,0.010135402,0.011172832,0.012110979,0.013120413,0.014236665,0.015669517,0.021716984,0.031049823,0.04295961,0.065814465,0.13459517,0.23964599,0.3373046,0.3663225,0.2933424,0.16419324,0.06768374,0.034578666,0.029555624,0.02743847,0.028048698,0.030471848,0.031652663,0.028596101,0.024964567,0.019723814,0.013931351,0.010817064,0.010714216,0.01153299,0.012506478,0.01308062,0.013470423,0.013762031,0.013998473,0.014219134,0.014317876,0.01437999,0.014692829,0.015413609,0.016376626,0.017048515,0.018077962,0.020545118,0.02343576,0.026384212,0.0259274,0.023612615,0.020629259,0.017658751,0.0168522,0.0154623585,0.013676246,0.012526923,0.011837779,0.011188751,0.010691979,0.010237525,0.009826927,0.009498402,0.009221788,0.008855237,0.008590433
31,0.008253226,0.008404025,0.0084316805,0.008424606,0.008416181,0.008351662,0.008379788,0.008651224,0.008795681,0.00871643,0.008580329,0.008543019,0.008542254,0.008516068,0.0084962165,0.0094196545,0.009651622,0.010061895,0.010955148,0.011686533,0.012448029,0.013233482,0.0146908285,0.01999584,0.029095996,0.04102113,0.065888196,0.13676855,0.24457563,0.34520918,0.371591,0.28577405,0.1494803,0.057031613,0.030433616,0.027397292,0.0268726,0.027586898,0.030413339,0.031603403,0.028189411,0.023473112,0.018338889,0.011980119,0.008175792,0.008384741,0.009926754,0.011079931,0.011707912,0.012164769,0.012500841,0.012778226,0.013038232,0.013223884,0.013432906,0.01381565,0.014408499,0.015178458,0.015461239,0.015804918,0.017577939,0.0198668,0.022307934,0.022148857,0.02062498,0.018397417,0.015763963,0.014869911,0.013652267,0.012182563,0.011264414,0.010808172,0.010391057,0.010019898,0.009730609,0.009456661,0.009205248,0.008970738,0.008643201,0.00828463
32,0.008964453,0.008845757,0.008821728,0.008805438,0.008792698,0.008717392,0.008776855,0.00892611,0.008957559,0.008899942,0.008838277,0.00883235,0.008876161,0.008910179,0.008881293,0.009338218,0.009315637,0.009725781,0.010764574,0.011722106,0.012891166,0.014303344,0.015978403,0.023763673,0.034917954,0.050737724,0.0808975,0.15913141,0.27380565,0.37797755,0.41241845,0.33245862,0.18545872,0.07422116,0.03694332,0.032810614,0.03174758,0.032418497,0.037305437,0.03994007,0.03681042,0.03229228,0.02503657,0.017673764,0.014797377,0.015240421,0.01568891,0.016691437,0.017317038,0.0177376,0.018047947,0.018303398,0.018534457,0.018643988,0.018656954,0.018931348,0.019412443,0.020222962,0.020762602,0.021325257,0.022939043,0.0248031,0.027055329,0.026424272,0.023793077,0.02070677,0.017684288,0.016669273,0.0152088655,0.013342738,0.012194026,0.011582581,0.011014898,0.010517344,0.010107192,0.009708604,0.009349211,0.009029363,0.008655225,0.008302509
33,0.0070142974,0.0068306685,0.006848608,0.006847113,0.0068420996,0.0067793033,0.006755791,0.007224117,0.007380794,0.00729031,0.0071862275,0.0071453247,0.007136014,0.0071248985,0.0071462276,0.007653348,0.007681057,0.0082636215,0.009248368,0.010072855,0.010923924,0.011872748,0.013358058,0.01875747,0.027218757,0.03880597,0.06368888,0.13554604,0.24043359,0.33938098,0.36593214,0.28373635,0.15251349,0.061415732,0.033161394,0.029146768,0.027514726,0.027096359,0.029758412,0.031871594,0.029337557,0.024711745,0.018231208,0.012664954,0.009985641,0.010417432,0.011387356,0.012322456,0.01285104,0.013249253,0.013539114,0.01378713,0.014034773,0.014246603,0.014547302,0.014983561,0.0155874435,0.016376104,0.01668983,0.01666052,0.018066276,0.019812448,0.021970196,0.0216087,0.01983016,0.017589694,0.015325011,0.014541015,0.013388397,0.012019258,0.011107023,0.010508573,0.009967866,0.009549233,0.0091809165,0.008880414,0.0086388495,0.00843192,0.008170996,0.0080398
34,0.008416944,0.008390699,0.008404113,0.008395964,0.008387047,0.008318199,0.008337573,0.008621674,0.008752411,0.008687073,0.008582127,0.008570215,0.00860328,0.008609426,0.0085796965,0.009493067,0.009729226,0.009994008,0.010878361,0.011687458,0.012615921,0.013666053,0.015400671,0.0220664,0.03261134,0.045967788,0.071551375,0.14698084,0.2574158,0.3590495,0.38903195,0.3029512,0.16064538,0.063243985,0.034178644,0.030977504,0.030157626,0.030541599,0.03281463,0.033471268,0.030564649,0.026177883,0.01956877,0.012927137,0.009819412,0.010465066,0.011859439,0.0129811745,0.013566014,0.013969976,0.014264401,0.014509095,0.0147565855,0.014934324,0.015113443,0.015440647,0.016106334,0.016999174,0.017478982,0.018126266,0.020326378,0.02304018,0.025781164,0.025358833,0.02356951,0.020895867,0.017679244,0.0166181,0.015135423,0.013286905,0.012069591,0.011396581,0.010832294,0.010372593,0.010025097,0.009693869,0.009403309,0.009142533,0.008777992,0.008501194
35,0.008019553,0.007878583,0.007874238,0.007863303,0.007852408,0.007778496,0.007809035,0.008006042,0.008081589,0.008025164,0.007967819,0.007968001,0.008006865,0.008025412,0.007946834,0.008493163,0.008603381,0.008914188,0.009846186,0.010754758,0.0118755065,0.013294841,0.015161058,0.021782976,0.03217957,0.04508509,0.07232898,0.14852686,0.26081383,0.36254662,0.39413625,0.3148232,0.1748678,0.07000711,0.03485415,0.029657641,0.02796503,0.027779108,0.03143955,0.033722885,0.031878274,0.027642645,0.021338709,0.015402726,0.012780983,0.013283063,0.013868765,0.014642013,0.01508016,0.01539637,0.015624086,0.015824689,0.016010912,0.016115086,0.016185526,0.016461944,0.016858175,0.017506205,0.017833691,0.0181769,0.019935235,0.022102114,0.024437025,0.023828909,0.021485258,0.018790852,0.016309647,0.015460692,0.014303571,0.012824535,0.011757746,0.011051122,0.010408274,0.009889283,0.009437465,0.009041435,0.008693012,0.008383849,0.008028646,0.0077758054
36,0.008194993,0.0082235,0.008213416,0.0081982175,0.008186319,0.008118099,0.008171937,0.008303566,0.008360132,0.008315722,0.0082639465,0.00829669,0.008381989,0.008446309,0.008424073,0.009031357,0.009170026,0.009391889,0.010244642,0.0111163035,0.012242091,0.013579114,0.015620054,0.02272394,0.032974362,0.046493147,0.0721106,0.14470641,0.25046572,0.34470883,0.37287658,0.29812527,0.16963671,0.07157079,0.035481095,0.029977592,0.028085362,0.028448679,0.032448728,0.0349875,0.03355752,0.028842648,0.021738693,0.014977001,0.012195577,0.012887447,0.01357186,0.014434297,0.014896327,0.015200453,0.015399588,0.015563798,0.015726028,0.015787054,0.0159508,0.016352741,0.017019462,0.017882371,0.018287973,0.018968282,0.020958966,0.023291642,0.02584267,0.025245095,0.022737294,0.01981716,0.016908921,0.015970858,0.014503878,0.0126440395,0.011457184,0.0108910715,0.01034675,0.009861849,0.009465065,0.009104604,0.008790551,0.008515195,0.008163455,0.007938679
37,0.008369287,0.008211067,0.008187068,0.008172745,0.008160663,0.00808229,0.008115136,0.008321428,0.008393959,0.008351364,0.008306197,0.008313314,0.008359038,0.0083855,0.008306274,0.008799606,0.008885172,0.0091703115,0.010113311,0.01105329,0.012226226,0.013676109,0.015182597,0.022070805,0.032613635,0.045450963,0.06923337,0.1415893,0.25052628,0.35142094,0.38228232,0.30236664,0.1678123,0.06823607,0.03367783,0.02888185,0.027439512,0.027425913,0.030446889,0.032618646,0.030055664,0.0263632,0.020784095,0.014843299,0.011631466,0.011171415,0.011874468,0.012729972,0.01327211,0.013681204,0.014002174,0.0142789725,0.014532501,0.014689694,0.0147909885,0.014987388,0.015346809,0.015971804,0.016250418,0.016882038,0.018903876,0.021360595,0.023862319,0.023276767,0.02077713,0.018013451,0.015759049,0.015139764,0.014194187,0.012844982,0.011837169,0.011206863,0.010601106,0.010111215,0.009599876,0.009104864,0.008725252,0.0083987275,0.008030375,0.007791536
38,0.0069099166,0.0068488447,0.0068655876,0.006861825,0.0068554636,0.006792124,0.00680998,0.0071986294,0.007323746,0.007243981,0.0071591595,0.007143081,0.0071575716,0.0071570682,0.0071513196,0.007716909,0.007677258,0.008102111,0.0089359125,0.009630312,0.010389634,0.01120697,0.012586685,0.018072385,0.026465025,0.037644587,0.06103817,0.12659349,0.2229178,0.3105109,0.33040228,0.25500062,0.1443548,0.06252368,0.03264779,0.027865743,0.026558185,0.025669672,0.026883466,0.027488241,0.02660594,0.022624806,0.017123964,0.011770592,0.009421799,0.009875983,0.010871671,0.011817158,0.012340369,0.012712208,0.01297842,0.013196618,0.013408572,0.013580013,0.01386772,0.014312179,0.014936849,0.015722468,0.016180333,0.016866757,0.018936608,0.021340396,0.023668433,0.02327782,0.021352338,0.019015443,0.016323332,0.015378351,0.014119889,0.012612482,0.011576465,0.010888207,0.01026497,0.009767148,0.0093765175,0.009068736,0.008797741,0.008553441,0.00823824,0.008135432
39,0.0074751643,0.0074547073,0.007456098,0.0074452558,0.007436439,0.0073828124,0.0073911534,0.007570534,0.0076402742,0.007580671,0.0075106137,0.0075101866,0.007545446,0.007562168,0.0075281365,0.008074464,0.008136756,0.008470624,0.009348961,0.010176097,0.011175147,0.012380722,0.013984114,0.019826822,0.02897192,0.038830075,0.05973195,0.12093122,0.21144238,0.29526573,0.3194261,0.25251535,0.1416352,0.06240946,0.03464151,0.029906165,0.028278852,0.0275958,0.028724741,0.028482316,0.025776032,0.021897737,0.016857175,0.011796951,0.008545104,0.008580319,0.009632832,0.010532211,0.011048251,0.011422828,0.011699748,0.011929143,0.012148056,0.012287279,0.012441735,0.012861521,0.013473467,0.014228091,0.014609684,0.015132018,0.017083269,0.01953013,0.022073567,0.02175218,0.01976759,0.01730055,0.014843202,0.014089608,0.012993052,0.011614001,0.01067192,0.010061621,0.009501386,0.009064891,0.008654785,0.00827866,0.008029486,0.007818174,0.0075439643,0.007371218
40,0.006462551,0.006383205,0.006388101,0.006380845,0.0063727675,0.0063097617,0.006306414,0.006600876,0.006686141,0.006614819,0.0065305363,0.006521348,0.0065584476,0.0065806624,0.006539834,0.0070969323,0.0071673724,0.0074307593,0.008183601,0.008881293,0.009724685,0.010707086,0.012556597,0.018428585,0.027852764,0.04030008,0.06459219,0.12987687,0.22624226,0.31329206,0.33809876,0.2646017,0.14239796,0.05822226,0.032087673,0.028971413,0.027329963,0.026523717,0.027306618,0.02767291,0.026020668,0.022114726,0.015964972,0.0117122885,0.009593335,0.010174648,0.011344151,0.012340025,0.012873609,0.013244596,0.01351695,0.013753488,0.013994257,0.014189295,0.01443266,0.014855751,0.015505928,0.016293472,0.016786162,0.01740676,0.01921657,0.021250552,0.023281144,0.02305266,0.021899844,0.019835742,0.016719246,0.01552789,0.014063777,0.012363282,0.011305741,0.010651611,0.010103555,0.009661683,0.009297635,0.008942546,0.0086402055,0.008369738,0.008033769,0.007866063
41,0.0075726183,0.007425304,0.007390677,0.0073725274,0.0073591243,0.0072900117,0.0073178434,0.0074363984,0.0074817967,0.00746683,0.0074541927,0.0074999253,0.007595573,0.0076806974,0.0076889587,0.008091998,0.008140666,0.008328813,0.009182702,0.010063416,0.011185416,0.012569457,0.0145846205,0.021349426,0.030571358,0.04259483,0.06565354,0.13002662,0.22155924,0.30509865,0.33341366,0.27182335,0.15924418,0.069297984,0.03538997,0.029418731,0.026896082,0.026005806,0.027442276,0.029520648,0.027831463,0.024227161,0.01936853,0.013592903,0.0107702175,0.011583135,0.012214645,0.01294517,0.0133531885,0.013606993,0.013794871,0.013946871,0.014104309,0.014203718,0.014346807,0.014662197,0.015228651,0.015954614,0.016383175,0.016942274,0.01882593,0.021241717,0.02367318,0.023123026,0.02096987,0.018444225,0.015881412,0.015077786,0.013966054,0.012511591,0.011482562,0.010820851,0.01020215,0.009708293,0.009210146,0.008784763,0.008442335,0.008123855,0.0077485596,0.0073613394
42,0.007476439,0.007598584,0.0075914087,0.007575743,0.007563436,0.0075024604,0.0075272927,0.0075729727,0.0076537067,0.0076359324,0.0075783036,0.007602552,0.007671285,0.0077082,0.007628201,0.00842002,0.008775044,0.008814252,0.009494738,0.010204772,0.011158788,0.0123983575,0.014018147,0.020163272,0.029396525,0.03984618,0.061804477,0.12560138,0.21938601,0.30402088,0.32664466,0.24986798,0.13390173,0.057702925,0.032175396,0.028813913,0.027683873,0.027398653,0.028128888,0.02863045,0.026262343,0.022488296,0.017523773,0.011979382,0.008396856,0.009175261,0.010127562,0.010807453,0.011136096,0.0113296015,0.011439249,0.011562177,0.011734079,0.011931715,0.0123227425,0.012784004,0.013349801,0.014080233,0.014386423,0.01495725,0.016514216,0.01843821,0.020697039,0.020701237,0.01919154,0.017103754,0.014606947,0.013754855,0.012552844,0.011101117,0.010165889,0.009618802,0.009188882,0.0088126715,0.008482078,0.008174785,0.00790219,0.007653129,0.0073828404,0.0072236354
43,0.0061727553,0.0062028156,0.0062207542,0.0062153894,0.006208909,0.006162457,0.0061632274,0.0063596875,0.006427915,0.0063649784,0.0062912395,0.006291629,0.006324428,0.006332131,0.006311569,0.0068919924,0.006935801,0.007136988,0.007816432,0.008458844,0.009221368,0.010156325,0.011675051,0.01654286,0.02421612,0.033698626,0.052581992,0.10874441,0.1931231,0.2709206,0.29212755,0.2300519,0.13001855,0.0564582,0.031158192,0.02739906,0.025677996,0.024707226,0.025496107,0.024774821,0.02265823,0.019073844,0.014764268,0.011570648,0.008888626,0.008505308,0.00939166,0.010285126,0.010777577,0.011128122,0.011380863,0.01158982,0.011787916,0.011916571,0.012164086,0.012669275,0.013303031,0.014103888,0.014635476,0.0153912,0.017237913,0.019273225,0.021295557,0.021093579,0.019836286,0.017814567,0.015007768,0.013983944,0.012614263,0.010997815,0.009935547,0.00927314,0.008740568,0.008362654,0.008088114,0.007825645,0.007611728,0.0074237925,0.007173759,0.007015373
44,0.0056711165,0.0055067427,0.00551277,0.005510096,0.0055057965,0.005462372,0.005431894,0.0057358784,0.0058647236,0.0058087716,0.0057312716,0.0057224417,0.005742694,0.0057378965,0.0056966553,0.0062479354,0.0063280226,0.0066592563,0.0074399016,0.0081480695,0.008910288,0.009755192,0.011014998,0.015378165,0.022420753,0.031452227,0.04894092,0.09962632,0.17739908,0.25043866,0.26946405,0.21024819,0.117612824,0.051690143,0.029828686,0.02687093,0.025274916,0.02463887,0.024203733,0.02359488,0.020846091,0.018242657,0.013899902,0.010075106,0.008059961,0.008288414,0.008949872,0.009625291,0.009947491,0.010163498,0.010309624,0.010442213,0.01063514,0.010866525,0.011285682,0.011860277,0.012525582,0.013322029,0.013852951,0.014371481,0.015785024,0.01752679,0.019426757,0.019362725,0.018508587,0.016919568,0.014109588,0.013164028,0.011859141,0.010287696,0.009296692,0.008700804,0.008202173,0.007810475,0.007507209,0.007220741,0.0070106997,0.006833626,0.006606522,0.006613407
