angle,window_0,window_1,window_2,window_3,window_4,window_5,window_6,window_7,window_8,window_9,window_10,window_11,window_12,window_13,window_14,window_15,window_16,window_17,window_18,window_19,window_20,window_21,window_22,window_23,window_24,window_25,window_26,window_27,window_28,window_29,window_30,window_31,window_32,window_33,window_34,window_35,window_36,window_37,window_38,window_39,window_40,window_41,window_42,window_43,window_44,window_45,window_46,window_47,window_48,window_49,window_50,window_51,window_52,window_53,window_54,window_55,window_56,window_57,window_58,window_59,window_60,window_61,window_62,window_63,window_64,window_65,window_66,window_67,window_68,window_69,window_70,window_71,window_72,window_73,window_74,window_75,window_76,window_77,window_78,window_79
20,0.06337419,0.06060811,0.060357884,0.060355727,0.060349274,0.060012754,0.057276107,0.06119736,0.061030522,0.061010078,0.06262922,0.06411945,0.0656764,0.06703789,0.06894147,0.062651664,0.050258655,0.03294839,0.029026208,0.025232704,0.021108713,0.022475092,0.032451384,0.04857885,0.06931553,0.08632476,0.09276832,0.100613356,0.15135565,0.22559248,0.30180618,0.35790282,0.35958904,0.30208763,0.23248905,0.18209216,0.1550883,0.12840241,0.09425542,0.060806345,0.052629665,0.041382562,0.027588714,0.019092036,0.018083699,0.018864598,0.018279746,0.018819995,0.02059427,0.023023717,0.025485748,0.02783786,0.029434375,0.030412259,0.031092536,0.03201972,0.033063944,0.034455385,0.034802005,0.03435999,0.036822267,0.039924838,0.042003036,0.036799107,0.029427767,0.025888737,0.023513585,0.023629958,0.024103392,0.024308933,0.024404807,0.024663249,0.024982315,0.025508925,0.026200792,0.02669727,0.02721089,0.027904445,0.028482575,0.028971937
21,0.0629328,0.06029029,0.060042858,0.060041755,0.060033076,0.059695292,0.057165157,0.061073944,0.061015587,0.06101188,0.062554516,0.06399515,0.06554129,0.0669023,0.06858331,0.06313249,0.051031653,0.033395242,0.029301016,0.02519488,0.020921076,0.022154095,0.032100573,0.04821792,0.06899795,0.085814446,0.09189313,0.099416,0.14885132,0.21934664,0.2924175,0.34766918,0.35186723,0.29701915,0.22938031,0.1799315,0.15363413,0.1275458,0.09396213,0.060407415,0.05186304,0.040765673,0.027245233,0.018799944,0.017838571,0.018608134,0.018033395,0.018639218,0.02041289,0.022805396,0.025156088,0.02731629,0.028717915,0.029576873,0.030223045,0.031129917,0.03216558,0.033572238,0.034047104,0.0340521,0.036272705,0.03941649,0.041754607,0.036230262,0.028926685,0.02544881,0.023051362,0.023119172,0.023542816,0.02363218,0.023595078,0.023755342,0.02399936,0.024467297,0.025127506,0.025575507,0.026036855,0.02668748,0.02722265,0.027665352
22,0.06266381,0.059839696,0.059598446,0.05959887,0.05958958,0.059234425,0.056563526,0.060770713,0.060839884,0.06083784,0.062403295,0.06381796,0.06534978,0.06672251,0.06823394,0.06334714,0.051156774,0.033122234,0.028860334,0.024474785,0.020253304,0.02148685,0.031228105,0.04706492,0.06737888,0.08413591,0.090555914,0.09961503,0.1487359,0.21497849,0.28451592,0.33860108,0.34429696,0.2924433,0.2271886,0.17919134,0.15327473,0.12762494,0.094035275,0.06016222,0.051006284,0.039925538,0.026645463,0.018475313,0.017454294,0.01811801,0.017624874,0.018259404,0.01999896,0.022323435,0.024553243,0.026608776,0.027926937,0.02879679,0.029506743,0.030468222,0.031567458,0.033035178,0.033483457,0.033455856,0.035449233,0.03868582,0.041026752,0.035583124,0.02848974,0.025185147,0.02279153,0.02281223,0.023205573,0.023357961,0.023431676,0.023668788,0.02392964,0.024385912,0.025007145,0.025423441,0.025873164,0.026504064,0.027014306,0.027433183
23,0.06254929,0.06033717,0.06008698,0.060056426,0.06004381,0.059705287,0.057029463,0.060536627,0.06042294,0.060338933,0.061871883,0.063267305,0.064860806,0.06641635,0.068474755,0.06291478,0.05078555,0.032775033,0.028756376,0.024660302,0.020337686,0.021711243,0.03149684,0.046955455,0.06701402,0.08378153,0.09005123,0.099637724,0.14807965,0.21185395,0.27884883,0.33204105,0.33822513,0.2876511,0.22365318,0.17648172,0.15107244,0.1256505,0.09199857,0.058564145,0.049260687,0.038465537,0.025498305,0.017583491,0.016704889,0.017457018,0.016975336,0.017665012,0.019347569,0.021610692,0.023801835,0.025807587,0.027057633,0.027900096,0.028684875,0.029691089,0.030831221,0.032351613,0.03279043,0.032677706,0.034729645,0.037848543,0.040083274,0.034838267,0.027950346,0.024746247,0.022360642,0.0223001,0.022643035,0.022790289,0.022842431,0.023046376,0.02328627,0.023731094,0.02433428,0.024735082,0.025176581,0.02578573,0.026270725,0.026682777
24,0.06246106,0.059775516,0.059539612,0.0595322,0.059520375,0.059182674,0.056323435,0.060337495,0.060475238,0.060323596,0.06188073,0.063301645,0.06479735,0.06617641,0.06827235,0.06315729,0.050858732,0.03262159,0.028605938,0.024660528,0.020362435,0.021675782,0.031504564,0.046937343,0.06684071,0.08341845,0.089366935,0.0992734,0.14579295,0.2062707,0.26977578,0.32142657,0.32883504,0.28149664,0.22055715,0.1749926,0.15030776,0.12536326,0.09291222,0.059299335,0.05000951,0.039143607,0.026026309,0.017881252,0.016921144,0.01755615,0.016986351,0.01767755,0.019454814,0.021758094,0.023913309,0.025840698,0.027015368,0.02782542,0.028591897,0.029588664,0.030730125,0.03223821,0.032757048,0.03288859,0.035016876,0.038116388,0.040329948,0.035104305,0.028084107,0.024707811,0.022356816,0.022321437,0.022695988,0.022819513,0.022788536,0.022883495,0.023045372,0.023449752,0.0240487,0.024444234,0.024861766,0.02544726,0.025901126,0.026300633
25,0.062494207,0.061026298,0.060783252,0.0607886,0.060775887,0.060409848,0.05783997,0.061941613,0.061981995,0.06198671,0.06357646,0.06503101,0.06651417,0.06788869,0.06982188,0.06385987,0.051268596,0.03259824,0.028609093,0.024477825,0.01999113,0.021219967,0.031036347,0.04573536,0.06463327,0.08103041,0.08778304,0.099715725,0.14421925,0.20208505,0.26439938,0.314677,0.32040873,0.27402425,0.21514542,0.17151156,0.14803745,0.12310913,0.09018611,0.057135206,0.048260555,0.037779577,0.02502087,0.01709706,0.016130917,0.016800454,0.016176008,0.016804146,0.018398922,0.020449579,0.02242764,0.024307556,0.025497278,0.026314605,0.027042337,0.027973587,0.029113058,0.030588139,0.031023001,0.031182488,0.03339711,0.036454998,0.03869384,0.033675727,0.026791334,0.023635061,0.0214625,0.021531478,0.021975392,0.022158885,0.022189755,0.022361023,0.022559058,0.022954363,0.02348644,0.023831606,0.024240118,0.024796851,0.025207134,0.02552767
26,0.06210433,0.060983464,0.060754653,0.060758486,0.0607361,0.06036308,0.058242634,0.06197057,0.06196989,0.061977416,0.06344833,0.064781345,0.066068776,0.067168646,0.06884656,0.06332939,0.050991587,0.03233419,0.02795552,0.023752637,0.019550432,0.020816661,0.030545797,0.045369264,0.064296275,0.08083145,0.08761311,0.09954933,0.14416955,0.20068423,0.2617911,0.31180823,0.3188764,0.27355492,0.21499367,0.17145768,0.14815862,0.12370655,0.091470286,0.058373794,0.049549546,0.038858294,0.025493184,0.017175294,0.016091108,0.016641792,0.015987057,0.016582334,0.018171474,0.020222573,0.02214367,0.0239123,0.025048444,0.02586673,0.02662112,0.027594542,0.028776083,0.030244634,0.030688154,0.030835982,0.03308977,0.036139023,0.038403273,0.033407163,0.026422588,0.02321883,0.021124963,0.021275695,0.021813272,0.02204912,0.022086937,0.022286072,0.022512209,0.022928061,0.023463948,0.023814674,0.024224145,0.024783159,0.025192186,0.025488935
27,0.061677307,0.0597787,0.059539743,0.059542943,0.059534993,0.059194665,0.05657693,0.06150601,0.06191748,0.06188256,0.063500784,0.0648637,0.06637818,0.06789365,0.069537416,0.06256153,0.05030369,0.032180075,0.02843831,0.024268989,0.019794272,0.021145312,0.030953504,0.045722637,0.06476051,0.08094837,0.086705334,0.098922424,0.14263259,0.20042415,0.26358148,0.31211537,0.31780627,0.27275977,0.21403982,0.17031956,0.14694907,0.12183707,0.08803477,0.05506739,0.04639204,0.036437266,0.024352605,0.016677776,0.015651919,0.0162061,0.01569446,0.01637249,0.017980611,0.019982656,0.02186765,0.023620995,0.024702817,0.025505126,0.026309144,0.027312282,0.028495159,0.029945992,0.0303608,0.030185452,0.032179613,0.03511179,0.037234314,0.032425437,0.026045937,0.023113387,0.020984046,0.02105155,0.021519894,0.021724185,0.021767577,0.021947002,0.022149093,0.022540232,0.023059245,0.023398675,0.023791293,0.024336984,0.02473551,0.025031334
28,0.061487064,0.059467085,0.059226047,0.059238892,0.05923556,0.058901522,0.0564345,0.061309863,0.06179579,0.061742,0.06329996,0.06459645,0.065961,0.06722802,0.06876063,0.061603356,0.049527626,0.031727202,0.027898317,0.023677023,0.019190168,0.020277385,0.029835565,0.043994114,0.06223858,0.077934675,0.08472688,0.10061035,0.14419249,0.19729634,0.2573111,0.30547452,0.31240016,0.26831955,0.21052413,0.16794269,0.14540799,0.121068574,0.08852821,0.055504598,0.046777222,0.0367794,0.024314161,0.016343651,0.0153976,0.01599261,0.015375576,0.015912233,0.017402131,0.019259226,0.02089271,0.022321314,0.023234293,0.023988053,0.024857035,0.025873914,0.027060337,0.028476385,0.028881434,0.028739946,0.030703047,0.033586103,0.03560192,0.0309629,0.024948068,0.022265565,0.020295134,0.020436758,0.02101858,0.021346051,0.021472171,0.021762157,0.02203314,0.02245031,0.022960594,0.023297511,0.02368698,0.024213247,0.02458965,0.024876837
29,0.060945317,0.058425415,0.058205076,0.05821159,0.058200154,0.057848,0.05493071,0.059613544,0.060048874,0.059912223,0.0614901,0.06289809,0.06410581,0.065196216,0.066847585,0.061735258,0.04997716,0.03165039,0.028058153,0.024003869,0.019407028,0.020883815,0.031035114,0.04560349,0.06378633,0.078489035,0.084523,0.10143343,0.14361343,0.19413988,0.2517914,0.29839188,0.3063105,0.26472536,0.20937136,0.16767937,0.14512107,0.121512234,0.089893244,0.057251375,0.04823054,0.038010683,0.025391346,0.017016057,0.015907161,0.016457744,0.015784323,0.016378602,0.017964145,0.019931354,0.021736486,0.023407945,0.02449017,0.025375566,0.026390476,0.027528422,0.02884563,0.030439626,0.030924197,0.03081274,0.032867372,0.035747096,0.03791778,0.033191454,0.026556462,0.023634681,0.02147152,0.021437151,0.021850815,0.022052573,0.022080922,0.02229522,0.022544462,0.022975462,0.023528915,0.023897728,0.024310872,0.024869334,0.025266834,0.025551632
30,0.06104507,0.059600636,0.05936725,0.059371594,0.059359193,0.059015337,0.05666167,0.06159952,0.061966725,0.061905067,0.063496016,0.06490998,0.06620652,0.0673057,0.06890884,0.061941024,0.049638607,0.031721275,0.028081113,0.023894086,0.019430207,0.020541357,0.030557612,0.045509934,0.064273275,0.07948252,0.08530248,0.10045563,0.14006406,0.18994267,0.24680543,0.29328346,0.30070427,0.25943494,0.2049087,0.16421662,0.14234787,0.11908744,0.0884396,0.056379773,0.04748331,0.037108384,0.024416782,0.016503207,0.015392377,0.015844675,0.015264134,0.015839964,0.017417705,0.01934392,0.021053879,0.022547066,0.023457497,0.024254253,0.025113568,0.026121652,0.027312085,0.02869333,0.029145326,0.029153477,0.031239668,0.03417243,0.036296137,0.031661466,0.025249941,0.02233312,0.020297658,0.020342909,0.020756636,0.020904172,0.020927506,0.021106124,0.021291884,0.021649709,0.02213366,0.022440942,0.022797616,0.023301322,0.023657706,0.023908487
31,0.06121806,0.058938604,0.058707897,0.058716092,0.05870741,0.058366265,0.05549847,0.060173348,0.060480125,0.060277604,0.0618436,0.06323984,0.06447262,0.06571969,0.06780832,0.0613904,0.049279824,0.031290825,0.027842887,0.024167646,0.019590318,0.020911414,0.030943131,0.045328368,0.06335047,0.07830158,0.08489772,0.102105774,0.14222641,0.19056508,0.24746078,0.2943236,0.3019652,0.26096657,0.20645125,0.1657951,0.14396629,0.1204498,0.08942403,0.05739265,0.048211183,0.03776193,0.025050811,0.016701413,0.015592712,0.016135663,0.015428726,0.015965102,0.01751469,0.019430822,0.021194195,0.022835957,0.023910291,0.024859702,0.025863806,0.026933096,0.028144699,0.029590968,0.029986251,0.029942721,0.032245375,0.03517181,0.03725343,0.032550495,0.0257467,0.022909805,0.020866945,0.02085633,0.021264752,0.021470461,0.021505259,0.02171219,0.021947848,0.022361815,0.022888636,0.02323813,0.023627425,0.02416141,0.024549754,0.024834784
32,0.06125518,0.059481487,0.059246756,0.059258144,0.059249464,0.058904387,0.056258053,0.061176106,0.06150922,0.061449334,0.06311442,0.06454863,0.06594478,0.0672007,0.06885157,0.06208782,0.04990334,0.031748343,0.028107654,0.024050618,0.019560065,0.020840619,0.030881353,0.045614474,0.06413942,0.07936123,0.085242525,0.10096063,0.14137498,0.19243431,0.2502787,0.29687798,0.30353335,0.26122147,0.20589478,0.16470149,0.14269765,0.119125694,0.087547846,0.05548689,0.04653145,0.036440644,0.02426764,0.016510203,0.015372441,0.015811976,0.015260473,0.015888419,0.017506022,0.019466229,0.021216592,0.022748418,0.023726117,0.024553632,0.025425592,0.026442798,0.027654652,0.02906482,0.029514177,0.029387778,0.031351008,0.034300055,0.03639004,0.031722695,0.025503112,0.022674374,0.02062138,0.02066601,0.021095255,0.021281997,0.021319922,0.021480072,0.021664027,0.022042166,0.02254356,0.022867817,0.023241138,0.02376246,0.02414094,0.024429893
33,0.061579775,0.060923107,0.060687277,0.060655642,0.06062487,0.06031525,0.05840879,0.0623996,0.062422816,0.06246174,0.06402814,0.065391384,0.066663586,0.067768924,0.06937867,0.06509274,0.052518334,0.032720894,0.028814878,0.024413126,0.019684276,0.020786596,0.030795913,0.045160472,0.06323601,0.07838955,0.08450963,0.09952044,0.13921207,0.18853614,0.24491063,0.29108313,0.2977536,0.25590256,0.20145369,0.16069181,0.13926694,0.11613028,0.0854904,0.053627808,0.044624496,0.034839287,0.02313533,0.0158733,0.01481352,0.01530403,0.014700762,0.015246003,0.016823392,0.01872588,0.020407936,0.02181789,0.022662127,0.02340035,0.024172757,0.02509901,0.026176985,0.027496044,0.027875723,0.027959352,0.029975522,0.032745413,0.034783628,0.030311398,0.024051148,0.021258622,0.019343812,0.019479303,0.019956127,0.020139635,0.020156479,0.02031333,0.020482613,0.020834005,0.021295894,0.021608567,0.021958102,0.022444401,0.022792017,0.02300806
34,0.062446106,0.06207983,0.06186383,0.061842907,0.061807055,0.06140156,0.059654824,0.063257046,0.06309514,0.063113876,0.064501084,0.06571198,0.06687152,0.06783036,0.06936137,0.06337146,0.051173035,0.032552585,0.028599814,0.024669154,0.020008285,0.020608615,0.030470872,0.044628523,0.062301718,0.077137485,0.08388133,0.10086314,0.13991886,0.18781589,0.24286129,0.28801632,0.29402077,0.2522854,0.1981941,0.1583405,0.13756113,0.11472408,0.08499364,0.053490374,0.044757906,0.03503898,0.02316652,0.01583308,0.014760956,0.015276704,0.014657459,0.015207785,0.01673141,0.018526873,0.020056292,0.021354116,0.022157812,0.022847144,0.023574296,0.024451567,0.025476167,0.026763195,0.027165571,0.027303783,0.029191056,0.031878185,0.033775255,0.029352065,0.023366364,0.020803547,0.018888596,0.019048717,0.019577589,0.019826956,0.019869646,0.020087507,0.020308321,0.020692296,0.021168552,0.021497233,0.021862427,0.022354178,0.022717092,0.022947885
35,0.063382044,0.06314331,0.06289309,0.06284347,0.06280281,0.062455114,0.06048708,0.06364079,0.06330312,0.063337244,0.065090515,0.06661179,0.06790715,0.06918937,0.07090915,0.06433802,0.05208838,0.033249147,0.02900667,0.02533659,0.02076225,0.021104645,0.03117855,0.045377806,0.06265441,0.07689066,0.08398243,0.10098532,0.13720691,0.18106581,0.23346962,0.27755252,0.28317958,0.2431368,0.19087018,0.1528383,0.13275415,0.11090773,0.08441499,0.053806823,0.04506913,0.03498867,0.022799203,0.015371561,0.0141633395,0.014569783,0.013834175,0.014323547,0.015860245,0.01770524,0.019299876,0.020635486,0.021426927,0.022080882,0.022708958,0.023465052,0.024365969,0.025556372,0.02584352,0.02619792,0.028627837,0.031452656,0.03324961,0.02875001,0.02239617,0.019916087,0.018129436,0.01823506,0.018626105,0.018764451,0.01874856,0.018876385,0.01903625,0.019356275,0.019791994,0.020095997,0.020423392,0.02087689,0.0212115,0.021413308
36,0.06373503,0.06338575,0.06314105,0.06312687,0.063099325,0.06269672,0.06043244,0.0639593,0.06374831,0.06377607,0.065425575,0.06688708,0.06817325,0.06940988,0.071690775,0.067749165,0.053879596,0.033026114,0.028734772,0.024941258,0.020469915,0.02097574,0.031122096,0.045607258,0.063322216,0.0778232,0.0845349,0.101300426,0.13827258,0.18287246,0.23580012,0.28012753,0.28594,0.24568772,0.19283518,0.15408829,0.13382152,0.11168801,0.08423347,0.05280641,0.043839518,0.034083646,0.022527548,0.0154000595,0.014171251,0.014582433,0.013811036,0.014337033,0.015929295,0.017832093,0.019482277,0.020816132,0.021587646,0.022223553,0.022831555,0.023579797,0.024459729,0.025655711,0.025971586,0.026357016,0.028738422,0.03153314,0.03330188,0.028768945,0.022412766,0.019926695,0.018185206,0.018335333,0.01876288,0.018904597,0.018879278,0.019028125,0.019212633,0.019542914,0.019982265,0.02029331,0.020632222,0.021094225,0.021433018,0.021629462
37,0.06312388,0.06321829,0.062984906,0.06298818,0.06294454,0.062496513,0.06051791,0.0642357,0.06405758,0.06414067,0.065667436,0.06703576,0.06818532,0.06922185,0.07104801,0.067854755,0.054046653,0.033209126,0.029069392,0.025188744,0.02047282,0.020749157,0.031031938,0.045230746,0.062059645,0.07634535,0.08399158,0.10163916,0.1374553,0.1810052,0.23147866,0.27487996,0.28070498,0.23967183,0.18746543,0.15009107,0.13069081,0.1094779,0.082606874,0.05217843,0.04353695,0.03397416,0.022571657,0.015453052,0.01426902,0.014733781,0.013984241,0.014412637,0.015879929,0.017650481,0.019223256,0.020582518,0.02140812,0.022020627,0.022602158,0.023337325,0.024196088,0.025396302,0.025733046,0.0260857,0.028229037,0.031064956,0.032960087,0.028333379,0.022130236,0.019637205,0.017864926,0.018055253,0.018545285,0.018737327,0.018750744,0.018924965,0.019119892,0.019470178,0.01992209,0.020238606,0.020577688,0.021037064,0.021377377,0.021572065
38,0.06372593,0.06464211,0.06440955,0.06437693,0.064329125,0.06387832,0.062688306,0.06484243,0.06400003,0.06401734,0.06537054,0.06658506,0.06761604,0.06862441,0.07106538,0.06862898,0.054877654,0.03325275,0.029203264,0.025265263,0.02049435,0.020762676,0.031139657,0.04533476,0.06203247,0.076057084,0.08378504,0.1012865,0.13610671,0.17707606,0.22661117,0.2692261,0.2742868,0.23381558,0.18257914,0.1462852,0.12738986,0.10653585,0.081010446,0.0508482,0.04213495,0.03267321,0.021466127,0.014696517,0.013469284,0.01383295,0.013075415,0.013521696,0.01495067,0.016647214,0.018086208,0.019255431,0.019983439,0.020610543,0.021200605,0.02192473,0.02276822,0.023866901,0.024072684,0.024476275,0.02670621,0.029322194,0.031018961,0.026791148,0.020837007,0.018462993,0.016760036,0.016894005,0.01735884,0.0175747,0.017616658,0.01780647,0.017995633,0.018314837,0.018733203,0.019036537,0.01937604,0.019810298,0.020130921,0.02030634
39,0.064271554,0.06393185,0.06367553,0.06362427,0.06358122,0.063236676,0.06112377,0.06420131,0.06368284,0.063688375,0.06549649,0.067122854,0.0684391,0.06967229,0.0716476,0.06507383,0.05215393,0.032969803,0.028831547,0.025533367,0.021096345,0.021307044,0.031609453,0.045735538,0.06250445,0.07641069,0.08462081,0.10345039,0.13785659,0.1793793,0.2298011,0.27236563,0.2771402,0.23666495,0.18510425,0.14811459,0.12881486,0.107983716,0.08267709,0.052600235,0.044100862,0.034296934,0.02249741,0.015230451,0.014019035,0.014460038,0.0137551315,0.014248475,0.015770502,0.017546982,0.019057192,0.020372935,0.021173837,0.02180396,0.022397732,0.023128802,0.023997437,0.025190238,0.025536593,0.02588719,0.028100144,0.030893827,0.032708626,0.028185748,0.022169378,0.019888328,0.018121442,0.018194305,0.018557679,0.018669391,0.018623983,0.018752921,0.018911522,0.019229012,0.019667447,0.019967169,0.020289931,0.020740433,0.021079546,0.021279052
40,0.06440418,0.06431343,0.06405928,0.06400791,0.063966304,0.0636214,0.061482064,0.06461034,0.064029805,0.06403069,0.06589696,0.06755246,0.068864025,0.0701353,0.07221339,0.06673177,0.05343007,0.03350338,0.029103886,0.025416309,0.020865327,0.020943498,0.0310973,0.04541889,0.06240509,0.07652053,0.084481895,0.10305162,0.13800809,0.18020128,0.2307557,0.27404234,0.27962902,0.23986174,0.18843251,0.15140696,0.13196455,0.11062502,0.08493194,0.05434246,0.04539556,0.03514118,0.02281625,0.015329701,0.014055303,0.0144542,0.013693403,0.01420278,0.015745908,0.017590642,0.019231085,0.020623107,0.021438912,0.022045422,0.022618914,0.02335025,0.024221918,0.025386127,0.025696969,0.026126051,0.028597234,0.031466108,0.033269364,0.028653521,0.022386283,0.020050824,0.018283447,0.018334983,0.018684704,0.018809462,0.018772984,0.018924206,0.01909738,0.019423865,0.019866446,0.020177368,0.020511812,0.020969773,0.021308636,0.021485345
41,0.06590254,0.067632176,0.067385614,0.067358166,0.06731086,0.06682951,0.0660955,0.06705589,0.06540233,0.06540492,0.0667909,0.06804796,0.068988025,0.06986632,0.072017126,0.067444935,0.05465279,0.03445923,0.029998206,0.025923649,0.020938614,0.0201649,0.030389095,0.044785764,0.06192944,0.075557485,0.08523026,0.10400677,0.1355251,0.17301764,0.21862127,0.25856453,0.26258373,0.22255455,0.1731715,0.13904749,0.12194822,0.10248276,0.07840298,0.04938063,0.041103512,0.031348795,0.020085819,0.013676578,0.012644542,0.012966554,0.012174606,0.012548934,0.01394806,0.015522624,0.016802635,0.017853402,0.018549014,0.019143451,0.019693682,0.020348048,0.02109096,0.022040442,0.022154663,0.022751123,0.024884837,0.027227573,0.028516779,0.024405602,0.01911784,0.017134229,0.015506168,0.015670383,0.016128678,0.016339773,0.016352693,0.016574511,0.01680854,0.01714352,0.017541364,0.01785516,0.01821189,0.01864283,0.018984199,0.019145764
42,0.065824606,0.06603239,0.06578718,0.06575844,0.06571524,0.06532442,0.06374919,0.06683903,0.06619864,0.06629183,0.067983665,0.0694086,0.07042494,0.07143014,0.07355078,0.06918753,0.05503857,0.033739243,0.029405128,0.026145622,0.021658119,0.021345682,0.032236878,0.04641998,0.06260021,0.07495229,0.08516073,0.10474319,0.1362618,0.17435332,0.2206029,0.26001865,0.26337513,0.2227364,0.17258391,0.13773564,0.12020582,0.100894995,0.077338465,0.04830573,0.040208317,0.031161247,0.020421593,0.01389187,0.012824877,0.0132073825,0.012521573,0.013009771,0.014579876,0.016257262,0.017586295,0.01868457,0.019384831,0.019972563,0.0205147,0.021174066,0.021955146,0.022988597,0.023152174,0.023737367,0.025795247,0.028110499,0.02944062,0.025290688,0.019915199,0.01788002,0.016270176,0.0164759,0.016896922,0.01702929,0.016993137,0.017138872,0.017308602,0.017616222,0.018027559,0.01832914,0.018650424,0.019077042,0.019415833,0.019583091
43,0.06646435,0.06758293,0.067338035,0.06731022,0.06726202,0.06677124,0.06574012,0.06806014,0.06707398,0.06709629,0.06849726,0.06978593,0.07079963,0.07168529,0.07396512,0.07083628,0.056890752,0.034883607,0.030269725,0.026666965,0.02196228,0.021275522,0.031810753,0.04608984,0.062625036,0.07634815,0.0857341,0.10162079,0.13419935,0.1731492,0.21816221,0.25756797,0.26121563,0.22064959,0.17085835,0.1363837,0.119499445,0.10046533,0.07673338,0.047553755,0.03932582,0.030293364,0.01979479,0.013652761,0.012711099,0.013053744,0.012374518,0.012783186,0.0143076945,0.016007755,0.017396094,0.018514719,0.01922507,0.019820265,0.020375563,0.021042857,0.021797044,0.022748627,0.022859823,0.023536233,0.025530763,0.027784418,0.028989194,0.024876159,0.01953459,0.017330496,0.015743474,0.015982464,0.0164174,0.016561838,0.016557265,0.016702905,0.016864482,0.01715037,0.017531019,0.017818779,0.01813724,0.018565191,0.018915333,0.019089092
44,0.06813844,0.06966093,0.06941207,0.06938038,0.06933542,0.068852805,0.06768382,0.06950271,0.06823213,0.06829011,0.069681056,0.07102197,0.072190374,0.07320773,0.0754007,0.071536876,0.057436526,0.03583136,0.031115212,0.027207274,0.02214888,0.020818274,0.031197807,0.045445792,0.06230315,0.07662459,0.08686459,0.10384987,0.137075,0.17630133,0.22090465,0.25881237,0.26097843,0.21912895,0.1684616,0.13462882,0.118862174,0.1008628,0.07645937,0.0470903,0.03910222,0.030086264,0.019564768,0.013340927,0.012729961,0.013170171,0.012482138,0.012805516,0.014193466,0.015765943,0.017103165,0.018201083,0.018883513,0.019478234,0.02002497,0.020680388,0.02139533,0.02230933,0.022421604,0.023164425,0.025024319,0.027168853,0.02826182,0.023968464,0.018830003,0.0168541,0.015343217,0.015649013,0.016117737,0.016297752,0.016302792,0.01652544,0.016765036,0.01709491,0.017495586,0.017811578,0.01815337,0.01858596,0.018949183,0.019149225
